0.00	0.00	-117.30
1.00	0.00	-32.70
2.00	0.00	124.00
3.00	0.00	88.40
4.00	0.00	-153.10
5.00	0.00	36.90
6.00	0.00	178.70
7.00	0.00	-189.50
8.00	0.00	82.60
9.00	0.00	144.90
0.00	1.00	35.10
1.00	1.00	79.50
2.00	1.00	-117.80
3.00	1.00	-82.90
4.00	1.00	175.10
5.00	1.00	92.10
6.00	1.00	-54.70
7.00	1.00	72.60
8.00	1.00	3.80
9.00	1.00	-33.80
0.00	2.00	-32.30
1.00	2.00	-118.70
2.00	2.00	129.00
3.00	2.00	52.00
4.00	2.00	-104.00
5.00	2.00	41.50
6.00	2.00	20.40
7.00	2.00	-158.80
8.00	2.00	-95.90
9.00	2.00	17.70
0.00	3.00	203.50
1.00	3.00	90.30
2.00	3.00	-149.80
3.00	3.00	18.80
4.00	3.00	26.30
5.00	3.00	-143.30
6.00	3.00	-68.90
7.00	3.00	58.80
8.00	3.00	-20.00
9.00	3.00	75.70
0.00	4.00	-136.10
1.00	4.00	-22.60
2.00	4.00	86.20
3.00	4.00	-97.60
4.00	4.00	55.90
5.00	4.00	152.10
6.00	4.00	-27.10
7.00	4.00	83.50
8.00	4.00	110.40
9.00	4.00	-63.90
0.00	5.00	229.80
1.00	5.00	-129.80
2.00	5.00	-25.80
3.00	5.00	194.90
4.00	5.00	-28.80
5.00	5.00	-19.20
6.00	5.00	135.10
7.00	5.00	-164.00
8.00	5.00	-6.00
9.00	5.00	-69.90
0.00	6.00	96.70
1.00	6.00	234.90
2.00	6.00	83.60
3.00	6.00	-93.20
4.00	6.00	157.40
5.00	6.00	-172.40
6.00	6.00	-58.70
7.00	6.00	-79.30
8.00	6.00	-213.50
9.00	6.00	115.30
0.00	7.00	-80.20
1.00	7.00	-104.50
2.00	7.00	255.60
3.00	7.00	-19.90
4.00	7.00	-142.10
5.00	7.00	76.10
6.00	7.00	-163.00
7.00	7.00	107.30
8.00	7.00	-132.70
9.00	7.00	96.40
0.00	8.00	280.30
1.00	8.00	-74.30
2.00	8.00	-63.70
3.00	8.00	169.30
4.00	8.00	-251.30
5.00	8.00	46.10
6.00	8.00	-107.90
7.00	8.00	-73.30
8.00	8.00	11.90
9.00	8.00	-93.60
0.00	9.00	19.30
1.00	9.00	152.00
2.00	9.00	-255.70
3.00	9.00	119.30
4.00	9.00	-29.00
5.00	9.00	-119.70
6.00	9.00	195.60
7.00	9.00	-135.40
8.00	9.00	-98.20
9.00	9.00	-92.89
