0,00	0,00	-39,30
1,00	0,00	-8,40
2,00	0,00	39,50
3,00	0,00	-19,80
4,00	0,00	-15,90
5,00	0,00	33,80
6,00	0,00	-31,90
7,00	0,00	16,60
8,00	0,00	-4,30
9,00	0,00	-10,40
0,00	1,00	12,20
1,00	1,00	32,40
2,00	1,00	-24,90
3,00	1,00	-6,40
4,00	1,00	21,40
5,00	1,00	-9,70
6,00	1,00	-21,60
7,00	1,00	30,10
8,00	1,00	-12,90
9,00	1,00	18,60
0,00	2,00	-32,30
1,00	2,00	5,10
2,00	2,00	5,80
3,00	2,00	-21,10
4,00	2,00	-4,90
5,00	2,00	0,40
6,00	2,00	-18,80
7,00	2,00	34,00
8,00	2,00	14,20
9,00	2,00	9,20
0,00	3,00	-15,80
1,00	3,00	-27,30
2,00	3,00	11,50
3,00	3,00	12,11
4,00	3,00	-7,10
5,00	3,00	8,50
6,00	3,00	-2,30
7,00	3,00	14,40
8,00	3,00	2,22
9,00	3,00	-15,20
0,00	4,00	13,40
1,00	4,00	-19,60
2,00	4,00	-9,90
3,00	4,00	15,20
4,00	4,00	-17,50
5,00	4,00	-7,50
6,00	4,00	38,60
7,00	4,00	-13,80
8,00	4,00	23,40
9,00	4,00	-16,10
0,00	5,00	-15,60
1,00	5,00	15,90
2,00	5,00	-14,40
3,00	5,00	20,20
4,00	5,00	7,30
5,00	5,00	-22,10
6,00	5,00	36,50
7,00	5,00	-15,50
8,00	5,00	13,90
9,00	5,00	-7,00
0,00	6,00	-7,70
1,00	6,00	40,30
2,00	6,00	0,30
3,00	6,00	-7,20
4,00	6,00	37,70
5,00	6,00	-15,10
6,00	6,00	15,30
7,00	6,00	-6,00
8,00	6,00	-6,80
9,00	6,00	2,90
0,00	7,00	-11,40
1,00	7,00	28,20
2,00	7,00	15,50
3,00	7,00	-18,00
4,00	7,00	9,11
5,00	7,00	-14,30
6,00	7,00	-13,70
7,00	7,00	1,90
8,00	7,00	-25,30
9,00	7,00	1,10
0,00	8,00	-13,10
1,00	8,00	6,30
2,00	8,00	18,00
3,00	8,00	-17,40
4,00	8,00	13,80
5,00	8,00	-4,40
6,00	8,00	3,20
7,00	8,00	22,60
8,00	8,00	-18,50
9,00	8,00	1,80
0,00	9,00	-15,40
1,00	9,00	-9,50
2,00	9,00	17,10
3,00	9,00	-23,90
4,00	9,00	10,10
5,00	9,00	-13,50
6,00	9,00	-22,90
7,00	9,00	1,80
8,00	9,00	-14,70
9,00	9,00	14,70
